Date,Openings,Hires,Labor_Force,Unemployment_Rate,Hourly_Wage,LH_Employment,State
2023-09-01,350.0,237.0,5858373.0,3.8,31.04,4695.4,OH
2023-10-01,318.0,197.0,5863830.0,3.8,31.18,4729.8,OH
2023-11-01,302.0,171.0,5868441.0,3.9,31.02,4737.9,OH
2023-12-01,323.0,179.0,5873379.0,3.9,31.26,4722.7,OH
2015-01-01,148.0,179.0,4739013.0,6.5,23.89,3617.7,GA
2015-02-01,156.0,174.0,4737111.0,6.4,24.08,3640.3,GA
2015-03-01,163.0,161.0,4736589.0,6.3,23.93,3660.3,GA
2015-04-01,169.0,169.0,4735953.0,6.2,23.65,3685.0,GA
2015-05-01,191.0,217.0,4735356.0,6.2,23.49,3707.3,GA
2015-06-01,175.0,178.0,4734169.0,6.1,23.33,3704.9,GA
2015-07-01,207.0,178.0,4732561.0,6.0,23.5,3685.4,GA
2015-08-01,174.0,167.0,4730889.0,5.9,23.73,3719.1,GA
2015-09-01,154.0,185.0,4731195.0,5.8,23.61,3722.3,GA
2015-10-01,164.0,185.0,4734979.0,5.8,23.88,3759.4,GA
2015-11-01,172.0,165.0,4742569.0,5.7,24.09,3782.6,GA
2015-12-01,195.0,187.0,4750782.0,5.7,23.87,3791.6,GA
2016-01-01,199.0,150.0,4757099.0,5.7,24.16,3717.3,GA
2016-02-01,194.0,167.0,4761300.0,5.6,24.01,3738.4,GA
2016-03-01,224.0,172.0,4798093.0,5.5,23.97,3749.2,GA
2016-04-01,193.0,182.0,4833155.0,5.5,23.98,3791.5,GA
2016-05-01,197.0,185.0,4867615.0,5.4,24.27,3802.8,GA
2016-06-01,186.0,208.0,4902692.0,5.4,23.91,3795.5,GA
2016-07-01,197.0,238.0,4938298.0,5.4,24.1,3775.5,GA
2016-08-01,188.0,221.0,4974373.0,5.4,24.19,3808.4,GA
2016-09-01,202.0,216.0,4994147.0,5.4,24.24,3819.5,GA
2016-10-01,193.0,210.0,5045509.0,5.4,24.82,3839.5,GA
2016-11-01,197.0,171.0,5046935.0,5.4,24.39,3871.5,GA
2016-12-01,195.0,249.0,5049842.0,5.3,24.5,3872.8,GA
2017-01-01,191.0,235.0,5054953.0,5.2,25.24,3790.2,GA
2017-02-01,201.0,209.0,5061813.0,5.1,24.88,3812.4,GA
2017-03-01,187.0,212.0,5069575.0,5.0,24.82,3836.9,GA
2017-04-01,219.0,197.0,5078384.0,4.9,25.33,3855.1,GA
2017-05-01,198.0,216.0,5087915.0,4.9,24.97,3866.4,GA
2017-06-01,210.0,199.0,5097171.0,4.8,24.92,3869.0,GA
2017-07-01,210.0,208.0,5105289.0,4.7,25.44,3841.6,GA
2017-08-01,206.0,210.0,5110944.0,4.6,25.47,3880.9,GA
2017-09-01,199.0,189.0,5113741.0,4.6,25.88,3869.3,GA
2017-10-01,206.0,195.0,5114280.0,4.5,25.87,3911.2,GA
2017-11-01,216.0,190.0,5113165.0,4.4,25.58,3940.6,GA
2017-12-01,196.0,273.0,5111412.0,4.4,25.83,3934.8,GA
2018-01-01,224.0,189.0,5110825.0,4.3,26.08,3855.6,GA
2018-02-01,222.0,245.0,5113029.0,4.2,26.22,3881.2,GA
2018-03-01,222.0,224.0,5117242.0,4.2,26.02,3905.8,GA
2018-04-01,230.0,195.0,5120103.0,4.1,26.48,3917.8,GA
2018-05-01,231.0,191.0,5119347.0,4.0,26.06,3933.5,GA
2018-06-01,232.0,177.0,5115324.0,4.0,25.96,3931.7,GA
2018-07-01,235.0,184.0,5109510.0,3.9,26.32,3913.5,GA
2018-08-01,233.0,187.0,5104655.0,3.9,26.23,3954.4,GA
2018-09-01,231.0,203.0,5102401.0,3.9,26.86,3950.8,GA
2018-10-01,243.0,190.0,5102990.0,3.9,26.73,3974.6,GA
2018-11-01,232.0,210.0,5105686.0,3.9,26.57,4009.9,GA
2018-12-01,239.0,179.0,5109390.0,3.9,26.85,4002.2,GA
2019-01-01,228.0,184.0,5112734.0,3.9,26.89,3946.7,GA
2019-02-01,227.0,185.0,5114987.0,3.8,26.75,3969.9,GA
2019-03-01,242.0,171.0,5117188.0,3.7,26.56,3985.3,GA
2019-04-01,235.0,187.0,5121305.0,3.7,26.5,3993.3,GA
2019-05-01,219.0,176.0,5127960.0,3.6,26.37,4007.1,GA
2019-06-01,220.0,191.0,5136510.0,3.6,26.55,4002.4,GA
2019-07-01,222.0,192.0,5145890.0,3.6,26.28,3979.3,GA
2019-08-01,227.0,173.0,5155112.0,3.5,26.47,4024.5,GA
2019-09-01,245.0,190.0,5164623.0,3.5,26.67,4019.3,GA
2019-10-01,241.0,193.0,5174328.0,3.4,26.8,4047.9,GA
2019-11-01,240.0,203.0,5183356.0,3.4,26.56,4082.7,GA
2019-12-01,241.0,201.0,5189349.0,3.5,26.98,4085.9,GA
2020-01-01,238.0,193.0,5190786.0,3.6,26.8,4024.4,GA
2020-02-01,227.0,203.0,5187971.0,3.6,26.93,4039.6,GA
2020-03-01,182.0,170.0,5183442.0,3.7,26.58,4022.9,GA
2020-04-01,156.0,141.0,4947003.0,12.5,28.07,3500.0,GA
2020-05-01,217.0,205.0,5053091.0,9.8,27.24,3620.1,GA
2020-06-01,235.0,201.0,4986734.0,8.4,27.21,3715.0,GA
2020-07-01,254.0,203.0,4973882.0,7.7,27.3,3721.2,GA
2020-08-01,255.0,215.0,4945404.0,6.8,27.7,3789.9,GA
2020-09-01,235.0,203.0,4944916.0,6.5,27.62,3799.8,GA
2020-10-01,241.0,216.0,5196008.0,5.6,27.64,3870.7,GA
2020-11-01,253.0,217.0,5186243.0,5.3,28.0,3911.8,GA
2020-12-01,292.0,214.0,5177787.0,5.1,27.59,3933.8,GA
2021-01-01,310.0,203.0,5189120.0,4.9,27.66,3866.6,GA
2021-02-01,307.0,219.0,5183984.0,4.6,27.29,3892.8,GA
2021-03-01,328.0,226.0,5184856.0,4.5,27.03,3912.3,GA
2021-04-01,346.0,251.0,5188316.0,4.3,27.05,3922.3,GA
2021-05-01,375.0,262.0,5192208.0,4.1,27.23,3953.2,GA
2021-06-01,380.0,266.0,5195572.0,4.0,27.55,3964.4,GA
2021-07-01,394.0,223.0,5194512.0,3.8,28.02,3989.3,GA
2021-08-01,418.0,227.0,5194295.0,3.6,28.72,4011.8,GA
2021-09-01,414.0,263.0,5195023.0,3.5,28.72,4010.2,GA
2021-10-01,432.0,262.0,5202386.0,3.3,29.07,4083.7,GA
2021-11-01,431.0,255.0,5213462.0,3.2,29.24,4121.1,GA
2021-12-01,428.0,259.0,5226600.0,3.2,29.07,4126.0,GA
2022-01-01,427.0,262.0,5240515.0,3.1,29.94,4060.9,GA
2022-02-01,435.0,325.0,5252498.0,3.1,29.46,4105.3,GA
2022-03-01,443.0,253.0,5261206.0,3.0,29.16,4115.6,GA
2022-04-01,456.0,270.0,5267209.0,3.0,29.24,4150.7,GA
2022-05-01,400.0,270.0,5269761.0,3.0,29.59,4163.4,GA
2022-06-01,465.0,303.0,5271088.0,3.1,29.07,4157.7,GA
2022-07-01,458.0,267.0,5272542.0,3.1,29.55,4166.9,GA
2022-08-01,381.0,266.0,5275067.0,3.2,29.79,4190.9,GA
2022-09-01,401.0,253.0,5278768.0,3.2,29.96,4196.5,GA
2022-10-01,383.0,244.0,5285774.0,3.2,30.7,4230.2,GA
2022-11-01,421.0,230.0,5295922.0,3.2,30.25,4263.4,GA
2022-12-01,365.0,239.0,5307581.0,3.2,30.32,4260.5,GA
2023-01-01,404.0,244.0,5320486.0,3.2,30.98,4203.2,GA
2023-02-01,434.0,243.0,5332484.0,3.2,30.75,4226.3,GA
2023-03-01,412.0,240.0,5343535.0,3.2,30.27,4232.0,GA
2023-04-01,380.0,241.0,5354129.0,3.2,31.01,4236.0,GA
2023-05-01,342.0,221.0,5364469.0,3.2,30.29,4244.6,GA
2023-06-01,333.0,222.0,5373837.0,3.2,30.3,4246.7,GA
2023-07-01,318.0,235.0,5382888.0,3.2,31.09,4221.2,GA
2023-08-01,319.0,231.0,5390989.0,3.3,30.96,4254.8,GA
2023-09-01,335.0,211.0,5396838.0,3.3,31.0,4260.6,GA
2023-10-01,315.0,212.0,5401581.0,3.3,31.61,4281.8,GA
2023-11-01,289.0,198.0,5403856.0,3.2,31.02,4315.9,GA
2023-12-01,281.0,173.0,5406490.0,3.2,30.91,4315.8,GA
2015-01-01,120.0,107.0,4599138.0,6.3,27.67,3519.7,NJ
2015-02-01,156.0,191.0,4599819.0,6.3,28.12,3535.5,NJ
2015-03-01,117.0,140.0,4600965.0,6.2,28.11,3563.9,NJ
2015-04-01,134.0,119.0,4601645.0,6.1,27.55,3594.9,NJ
2015-05-01,138.0,124.0,4600754.0,6.0,27.62,3639.7,NJ
2015-06-01,105.0,99.0,4597878.0,5.8,27.59,3678.1,NJ
2015-07-01,127.0,114.0,4594206.0,5.7,27.46,3620.6,NJ
2015-08-01,119.0,128.0,4591020.0,5.5,27.72,3607.9,NJ
2015-09-01,113.0,134.0,4589208.0,5.3,27.78,3630.7,NJ
2015-10-01,141.0,131.0,4590617.0,5.1,27.81,3659.5,NJ
2015-11-01,123.0,131.0,4595758.0,5.0,28.11,3683.2,NJ
2015-12-01,159.0,138.0,4602656.0,5.0,27.79,3689.8,NJ
2016-01-01,157.0,119.0,4608942.0,4.9,27.92,3562.2,NJ
2016-02-01,147.0,119.0,4613440.0,5.0,28.07,3583.2,NJ
2016-03-01,146.0,112.0,4615485.0,5.0,28.06,3614.8,NJ
2016-04-01,136.0,108.0,4615927.0,5.0,28.11,3650.6,NJ
2016-05-01,142.0,105.0,4616116.0,5.0,28.15,3681.3,NJ
2016-06-01,133.0,118.0,4615959.0,5.0,27.76,3730.8,NJ
2016-07-01,148.0,112.0,4615331.0,5.0,27.75,3678.7,NJ
2016-08-01,144.0,126.0,4614705.0,5.0,27.86,3662.4,NJ
2016-09-01,158.0,117.0,4614140.0,4.9,28.15,3694.0,NJ
2016-10-01,149.0,117.0,4612396.0,4.9,28.66,3707.8,NJ
2016-11-01,152.0,111.0,4609536.0,4.8,28.32,3732.0,NJ
2016-12-01,145.0,121.0,4607400.0,4.7,28.47,3743.3,NJ
2017-01-01,136.0,117.0,4607318.0,4.6,29.55,3625.4,NJ
2017-02-01,146.0,117.0,4609280.0,4.5,29.2,3643.7,NJ
2017-03-01,146.0,121.0,4612471.0,4.4,29.22,3663.7,NJ
2017-04-01,142.0,128.0,4616364.0,4.4,29.51,3689.7,NJ
2017-05-01,155.0,120.0,4619842.0,4.4,29.08,3739.4,NJ
2017-06-01,164.0,116.0,4622054.0,4.5,28.86,3798.2,NJ
2017-07-01,161.0,144.0,4622218.0,4.5,29.06,3721.9,NJ
2017-08-01,167.0,110.0,4619239.0,4.6,28.86,3708.3,NJ
2017-09-01,169.0,129.0,4613608.0,4.6,29.14,3732.0,NJ
2017-10-01,168.0,146.0,4606841.0,4.6,29.62,3754.8,NJ
2017-11-01,160.0,119.0,4599881.0,4.6,29.24,3778.7,NJ
2017-12-01,194.0,120.0,4593657.0,4.5,29.38,3789.1,NJ
2018-01-01,170.0,116.0,4590359.0,4.4,29.71,3659.1,NJ
2018-02-01,159.0,124.0,4592098.0,4.4,29.74,3682.7,NJ
2018-03-01,180.0,114.0,4598161.0,4.3,29.85,3696.5,NJ
2018-04-01,192.0,137.0,4605163.0,4.2,30.11,3726.3,NJ
2018-05-01,195.0,146.0,4610201.0,4.1,29.64,3769.4,NJ
2018-06-01,195.0,148.0,4612096.0,4.1,29.35,3829.0,NJ
2018-07-01,197.0,128.0,4611059.0,4.0,29.74,3760.2,NJ
2018-08-01,188.0,133.0,4609237.0,3.9,29.46,3742.7,NJ
2018-09-01,224.0,126.0,4608780.0,3.8,30.1,3755.8,NJ
2018-10-01,184.0,135.0,4611131.0,3.7,30.0,3784.6,NJ
2018-11-01,186.0,139.0,4616532.0,3.7,30.2,3816.7,NJ
2018-12-01,185.0,143.0,4623928.0,3.6,30.27,3817.4,NJ
2019-01-01,193.0,138.0,4631274.0,3.5,30.47,3702.7,NJ
2019-02-01,170.0,158.0,4637559.0,3.4,30.53,3716.2,NJ
2019-03-01,186.0,135.0,4643984.0,3.3,30.58,3736.7,NJ
2019-04-01,171.0,133.0,4652828.0,3.2,30.41,3763.3,NJ
2019-05-01,180.0,147.0,4665140.0,3.2,30.06,3790.7,NJ
2019-06-01,182.0,134.0,4680591.0,3.2,30.15,3852.8,NJ
2019-07-01,170.0,131.0,4697847.0,3.3,29.87,3796.1,NJ
2019-08-01,192.0,143.0,4715055.0,3.4,30.09,3776.7,NJ
2019-09-01,174.0,133.0,4731072.0,3.6,30.77,3784.5,NJ
2019-10-01,185.0,124.0,4745300.0,3.7,30.42,3807.3,NJ
2019-11-01,200.0,136.0,4757345.0,3.8,30.35,3842.7,NJ
2019-12-01,185.0,141.0,4764786.0,3.9,30.68,3843.8,NJ
2020-01-01,192.0,146.0,4765234.0,4.0,30.73,3741.7,NJ
2020-02-01,189.0,139.0,4757142.0,4.1,31.03,3754.7,NJ
2020-03-01,162.0,120.0,4742018.0,4.1,31.07,3739.4,NJ
2020-04-01,146.0,96.0,4478993.0,15.0,32.87,3134.0,NJ
2020-05-01,162.0,262.0,4571265.0,15.4,32.61,3163.5,NJ
2020-06-01,190.0,287.0,4628508.0,14.5,32.4,3260.2,NJ
2020-07-01,185.0,228.0,4732543.0,14.4,32.06,3332.9,NJ
2020-08-01,165.0,184.0,4754575.0,13.3,32.5,3383.1,NJ
2020-09-01,187.0,175.0,4520716.0,7.4,32.3,3476.8,NJ
2020-10-01,212.0,219.0,4552900.0,7.1,32.46,3530.8,NJ
2020-11-01,223.0,187.0,4591781.0,7.2,32.75,3548.6,NJ
2020-12-01,212.0,164.0,4616267.0,7.3,33.01,3556.6,NJ
2021-01-01,195.0,160.0,4652771.0,7.4,32.98,3472.2,NJ
2021-02-01,227.0,166.0,4661369.0,7.4,33.36,3493.2,NJ
2021-03-01,287.0,162.0,4668964.0,7.3,33.25,3522.5,NJ
2021-04-01,277.0,160.0,4680821.0,7.3,33.26,3570.5,NJ
2021-05-01,276.0,132.0,4679443.0,7.0,33.05,3611.7,NJ
2021-06-01,289.0,153.0,4698261.0,7.2,32.62,3675.8,NJ
2021-07-01,307.0,171.0,4689232.0,6.9,32.95,3658.7,NJ
2021-08-01,312.0,176.0,4688530.0,6.7,32.46,3645.4,NJ
2021-09-01,295.0,177.0,4671240.0,6.2,32.4,3671.5,NJ
2021-10-01,312.0,176.0,4668565.0,5.9,32.76,3740.7,NJ
2021-11-01,279.0,160.0,4664712.0,5.6,32.55,3779.7,NJ
2021-12-01,289.0,155.0,4674910.0,5.5,32.87,3805.2,NJ
2022-01-01,304.0,178.0,4697367.0,5.2,33.83,3693.5,NJ
2022-02-01,296.0,186.0,4709911.0,4.7,33.57,3741.1,NJ
2022-03-01,285.0,158.0,4723290.0,4.3,33.55,3767.2,NJ
2022-04-01,273.0,162.0,4742255.0,4.1,33.72,3795.4,NJ
2022-05-01,278.0,166.0,4756383.0,3.8,33.53,3830.6,NJ
2022-06-01,275.0,178.0,4772837.0,3.6,33.34,3884.9,NJ
2022-07-01,261.0,153.0,4784248.0,3.3,33.76,3847.0,NJ
2022-08-01,243.0,140.0,4795054.0,3.1,34.12,3835.0,NJ
2022-09-01,246.0,151.0,4805077.0,3.3,34.21,3849.2,NJ
2022-10-01,262.0,148.0,4816597.0,3.5,34.63,3862.0,NJ
2022-11-01,235.0,153.0,4828801.0,3.7,34.32,3896.4,NJ
2022-12-01,251.0,143.0,4840718.0,3.8,34.54,3907.3,NJ
2023-01-01,263.0,152.0,4852074.0,3.9,35.6,3808.4,NJ
2023-02-01,260.0,138.0,4862743.0,4.0,35.06,3824.8,NJ
2023-03-01,220.0,169.0,4871773.0,4.1,34.63,3846.0,NJ
2023-04-01,243.0,170.0,4878412.0,4.2,35.14,3850.2,NJ
2023-05-01,207.0,168.0,4882307.0,4.2,34.46,3907.2,NJ
2023-06-01,199.0,160.0,4884148.0,4.3,34.57,3974.2,NJ
2023-07-01,235.0,137.0,4885306.0,4.4,35.1,3897.5,NJ
2023-08-01,216.0,174.0,4885787.0,4.5,34.84,3884.2,NJ
2023-09-01,244.0,176.0,4885370.0,4.5,35.2,3917.9,NJ
2023-10-01,203.0,144.0,4884539.0,4.5,35.48,3918.9,NJ
2023-11-01,216.0,158.0,4884646.0,4.5,35.25,3948.3,NJ
2023-12-01,215.0,166.0,4885869.0,4.5,35.47,3964.2,NJ
2015-01-01,164.0,137.0,4680763.0,5.7,22.0,3514.6,NC
2015-02-01,165.0,152.0,4686531.0,5.7,22.28,3534.8,NC
2015-03-01,161.0,163.0,4693481.0,5.8,21.93,3550.7,NC
2015-04-01,172.0,189.0,4700619.0,5.8,21.98,3584.0,NC
2015-05-01,179.0,164.0,4706315.0,5.8,22.05,3619.1,NC
2015-06-01,138.0,175.0,4709361.0,5.8,21.97,3590.3,NC
2015-07-01,183.0,173.0,4710903.0,5.7,22.09,3518.4,NC
2015-08-01,179.0,170.0,4712347.0,5.7,22.51,3580.1,NC
2015-09-01,199.0,189.0,4714568.0,5.6,22.37,3621.6,NC
2015-10-01,200.0,177.0,4719324.0,5.5,22.5,3657.0,NC
2015-11-01,183.0,176.0,4727836.0,5.4,22.87,3674.1,NC
2015-12-01,196.0,181.0,4738519.0,5.4,22.68,3677.1,NC
2016-01-01,228.0,178.0,4748878.0,5.3,23.01,3594.5,NC
2016-02-01,200.0,211.0,4757377.0,5.2,23.22,3617.8,NC
2016-03-01,203.0,202.0,4763203.0,5.2,23.21,3647.6,NC
2016-04-01,172.0,177.0,4767111.0,5.1,23.29,3684.7,NC
2016-05-01,168.0,149.0,4770739.0,5.0,23.48,3707.7,NC
2016-06-01,176.0,153.0,4775075.0,5.0,23.32,3680.2,NC
2016-07-01,190.0,192.0,4780755.0,5.0,23.29,3610.9,NC
2016-08-01,167.0,190.0,4787885.0,5.1,23.44,3668.7,NC
2016-09-01,201.0,170.0,4796073.0,5.1,23.51,3711.2,NC
2016-10-01,171.0,166.0,4804146.0,5.1,23.82,3731.4,NC
2016-11-01,174.0,170.0,4811353.0,5.1,23.66,3755.1,NC
2016-12-01,174.0,154.0,4817768.0,5.0,23.56,3747.8,NC
2017-01-01,175.0,160.0,4823602.0,4.9,23.97,3668.6,NC
2017-02-01,189.0,146.0,4829087.0,4.8,23.84,3698.2,NC
2017-03-01,189.0,149.0,4834530.0,4.7,23.88,3717.7,NC
2017-04-01,203.0,157.0,4841237.0,4.6,24.21,3734.8,NC
2017-05-01,199.0,191.0,4849701.0,4.5,23.82,3764.2,NC
2017-06-01,221.0,186.0,4859225.0,4.5,23.64,3742.8,NC
2017-07-01,226.0,180.0,4868559.0,4.5,24.05,3675.0,NC
2017-08-01,206.0,187.0,4875697.0,4.5,23.86,3734.3,NC
2017-09-01,204.0,164.0,4879411.0,4.5,24.1,3762.7,NC
2017-10-01,221.0,208.0,4879643.0,4.4,24.4,3794.5,NC
2017-11-01,217.0,242.0,4877590.0,4.4,24.14,3810.7,NC
2017-12-01,206.0,175.0,4875928.0,4.3,24.3,3801.5,NC
2018-01-01,213.0,215.0,4877314.0,4.2,24.79,3729.9,NC
2018-02-01,213.0,198.0,4882825.0,4.2,24.81,3762.8,NC
2018-03-01,217.0,196.0,4891265.0,4.1,24.76,3784.9,NC
2018-04-01,243.0,201.0,4899267.0,4.0,25.01,3805.3,NC
2018-05-01,260.0,211.0,4904424.0,3.9,24.76,3838.6,NC
2018-06-01,243.0,210.0,4906758.0,3.9,24.61,3814.1,NC
2018-07-01,214.0,201.0,4906826.0,3.9,24.92,3747.2,NC
2018-08-01,252.0,213.0,4907147.0,3.9,24.84,3809.6,NC
2018-09-01,245.0,206.0,4910350.0,4.0,25.52,3798.0,NC
2018-10-01,253.0,213.0,4917554.0,4.0,25.04,3858.9,NC
2018-11-01,287.0,222.0,4927943.0,4.0,25.21,3878.4,NC
2018-12-01,278.0,226.0,4939598.0,4.0,25.67,3857.7,NC
2019-01-01,291.0,219.0,4950162.0,4.0,25.44,3815.1,NC
2019-02-01,291.0,248.0,4957944.0,4.0,25.34,3839.3,NC
2019-03-01,296.0,244.0,4963119.0,3.9,25.23,3856.9,NC
2019-04-01,288.0,252.0,4967418.0,3.9,25.24,3873.2,NC
2019-05-01,282.0,227.0,4972307.0,3.8,25.2,3900.1,NC
2019-06-01,263.0,242.0,4978585.0,3.9,25.29,3879.8,NC
2019-07-01,270.0,229.0,4986366.0,3.9,25.18,3819.8,NC
2019-08-01,292.0,223.0,4994655.0,3.9,25.39,3881.1,NC
2019-09-01,282.0,281.0,5002649.0,3.9,25.53,3891.1,NC
2019-10-01,321.0,195.0,5009614.0,3.8,25.47,3932.4,NC
2019-11-01,255.0,231.0,5015044.0,3.8,25.89,3956.0,NC
2019-12-01,248.0,236.0,5016582.0,3.7,26.0,3942.6,NC
2020-01-01,235.0,233.0,5013776.0,3.8,25.89,3886.5,NC
2020-02-01,229.0,232.0,5008917.0,3.8,26.11,3907.1,NC
2020-03-01,178.0,162.0,4785018.0,4.0,26.05,3894.3,NC
2020-04-01,153.0,150.0,4625138.0,14.2,26.98,3433.1,NC
2020-05-01,183.0,238.0,4763505.0,11.6,26.5,3516.0,NC
2020-06-01,208.0,232.0,4764830.0,9.8,26.04,3611.3,NC
2020-07-01,213.0,289.0,4807647.0,8.7,26.42,3602.8,NC
2020-08-01,219.0,228.0,4810221.0,7.4,26.71,3700.9,NC
2020-09-01,238.0,243.0,4840818.0,6.8,26.69,3736.2,NC
2020-10-01,256.0,246.0,4841029.0,6.1,26.84,3820.7,NC
2020-11-01,229.0,205.0,4852892.0,5.9,27.19,3846.0,NC
2020-12-01,252.0,235.0,4865981.0,5.8,27.2,3855.7,NC
2021-01-01,307.0,234.0,4873184.0,5.6,27.24,3779.2,NC
2021-02-01,291.0,237.0,4873283.0,5.5,27.36,3806.7,NC
2021-03-01,322.0,248.0,4877348.0,5.4,26.92,3836.3,NC
2021-04-01,310.0,205.0,4881480.0,5.3,27.32,3873.1,NC
2021-05-01,284.0,235.0,4884699.0,5.1,27.81,3909.8,NC
2021-06-01,355.0,279.0,4917138.0,5.1,27.73,3897.7,NC
2021-07-01,352.0,234.0,4944212.0,4.9,28.05,3879.5,NC
2021-08-01,360.0,218.0,4975077.0,4.7,28.54,3917.0,NC
2021-09-01,346.0,240.0,5004911.0,4.5,28.48,3916.3,NC
2021-10-01,354.0,224.0,5040867.0,4.2,28.68,3996.7,NC
2021-11-01,363.0,245.0,5078281.0,4.0,28.99,4026.8,NC
2021-12-01,413.0,231.0,5115944.0,3.8,29.17,4033.0,NC
2022-01-01,360.0,260.0,5156083.0,3.7,29.82,3945.0,NC
2022-02-01,378.0,252.0,5165612.0,3.6,29.42,4003.5,NC
2022-03-01,450.0,270.0,5173810.0,3.6,29.57,4027.3,NC
2022-04-01,394.0,220.0,5181154.0,3.6,29.32,4065.1,NC
2022-05-01,385.0,212.0,5188118.0,3.6,29.63,4094.6,NC
2022-06-01,374.0,230.0,5193323.0,3.7,29.3,4089.1,NC
2022-07-01,383.0,250.0,5195572.0,3.7,29.96,4063.0,NC
2022-08-01,351.0,228.0,5197059.0,3.8,30.21,4116.4,NC
2022-09-01,362.0,229.0,5198557.0,3.8,30.22,4120.8,NC
2022-10-01,394.0,232.0,5203145.0,3.7,30.8,4156.0,NC
2022-11-01,360.0,224.0,5210387.0,3.7,30.49,4183.4,NC
2022-12-01,360.0,236.0,5220048.0,3.6,30.62,4178.2,NC
2023-01-01,345.0,204.0,5231614.0,3.6,31.11,4122.5,NC
2023-02-01,360.0,211.0,5243949.0,3.5,31.07,4150.9,NC
2023-03-01,371.0,189.0,5254629.0,3.5,30.8,4165.6,NC
2023-04-01,357.0,212.0,5262555.0,3.4,31.25,4188.1,NC
2023-05-01,401.0,220.0,5268180.0,3.4,30.69,4218.7,NC
2023-06-01,336.0,215.0,5272755.0,3.4,30.51,4226.1,NC
2023-07-01,296.0,182.0,5277884.0,3.4,31.35,4161.5,NC
2023-08-01,340.0,210.0,5283163.0,3.5,31.38,4216.0,NC
2023-09-01,316.0,197.0,5287148.0,3.5,31.56,4219.6,NC
2023-10-01,298.0,172.0,5289471.0,3.5,31.82,4258.8,NC
2023-11-01,293.0,169.0,5290433.0,3.5,31.49,4281.1,NC
2023-12-01,281.0,162.0,5290971.0,3.5,31.92,4284.5,NC
2015-01-01,134.0,107.0,3519204.0,5.6,29.52,2605.0,WA
2015-02-01,130.0,113.0,3523168.0,5.5,29.56,2616.2,WA
2015-03-01,127.0,118.0,3528031.0,5.5,29.55,2634.0,WA
2015-04-01,145.0,105.0,3533695.0,5.5,29.41,2655.8,WA
2015-05-01,139.0,109.0,3539458.0,5.4,29.41,2677.9,WA
2015-06-01,114.0,115.0,3544400.0,5.4,29.18,2693.7,WA
2015-07-01,149.0,118.0,3549209.0,5.4,29.15,2679.2,WA
2015-08-01,139.0,111.0,3554823.0,5.4,29.46,2673.3,WA
2015-09-01,149.0,97.0,3561553.0,5.4,29.8,2694.7,WA
2015-10-01,140.0,114.0,3570132.0,5.4,30.01,2704.4,WA
2015-11-01,137.0,119.0,3580721.0,5.4,30.41,2717.2,WA
2015-12-01,184.0,114.0,3592144.0,5.4,30.3,2717.1,WA
2016-01-01,168.0,105.0,3603119.0,5.4,30.41,2685.9,WA
2016-02-01,153.0,135.0,3613000.0,5.4,30.36,2701.4,WA
2016-03-01,165.0,98.0,3621461.0,5.3,30.34,2717.1,WA
2016-04-01,149.0,106.0,3629039.0,5.3,30.28,2744.8,WA
2016-05-01,143.0,120.0,3636571.0,5.3,30.4,2766.2,WA
2016-06-01,139.0,119.0,3644173.0,5.3,30.02,2777.5,WA
2016-07-01,131.0,108.0,3651065.0,5.2,30.08,2766.3,WA
2016-08-01,143.0,111.0,3657057.0,5.2,29.86,2760.2,WA
2016-09-01,130.0,112.0,3662632.0,5.1,30.49,2787.1,WA
2016-10-01,139.0,121.0,3667584.0,5.0,30.91,2790.6,WA
2016-11-01,135.0,124.0,3672426.0,4.9,30.65,2806.0,WA
2016-12-01,137.0,106.0,3678337.0,4.9,30.72,2805.3,WA
2017-01-01,119.0,98.0,3686194.0,4.8,31.47,2760.4,WA
2017-02-01,120.0,110.0,3696053.0,4.7,31.22,2774.4,WA
2017-03-01,122.0,114.0,3707001.0,4.7,31.14,2795.2,WA
2017-04-01,128.0,109.0,3718378.0,4.6,31.55,2814.3,WA
2017-05-01,129.0,109.0,3729206.0,4.6,31.12,2840.6,WA
2017-06-01,131.0,110.0,3738541.0,4.6,31.06,2856.9,WA
2017-07-01,137.0,139.0,3746010.0,4.6,31.46,2842.1,WA
2017-08-01,130.0,123.0,3751207.0,4.6,31.17,2830.9,WA
2017-09-01,142.0,124.0,3754323.0,4.7,31.7,2850.3,WA
2017-10-01,146.0,128.0,3756362.0,4.7,31.95,2858.1,WA
2017-11-01,138.0,109.0,3758494.0,4.6,31.8,2871.2,WA
2017-12-01,134.0,97.0,3762487.0,4.6,32.01,2870.9,WA
2018-01-01,152.0,145.0,3769895.0,4.6,32.1,2840.5,WA
2018-02-01,135.0,116.0,3781049.0,4.5,32.36,2850.8,WA
2018-03-01,146.0,107.0,3794275.0,4.5,32.37,2869.3,WA
2018-04-01,150.0,121.0,3806442.0,4.4,32.74,2878.8,WA
2018-05-01,153.0,123.0,3815647.0,4.3,32.35,2902.7,WA
2018-06-01,175.0,121.0,3822176.0,4.3,32.51,2916.0,WA
2018-07-01,164.0,120.0,3827191.0,4.2,32.76,2897.1,WA
2018-08-01,161.0,131.0,3832666.0,4.2,32.56,2895.5,WA
2018-09-01,167.0,117.0,3840303.0,4.3,33.55,2906.3,WA
2018-10-01,155.0,110.0,3850601.0,4.4,33.25,2917.1,WA
